method,test_index,original_score,target_threshold,status,cf_score,reason,message,cf_array_file,meta_donor_idx,meta_alpha,meta_donor_distance,meta_score_before,meta_score_after,meta_strict_donor_threshold,meta_shortlist_size,meta_n_attempts,meta_constraint_violation,meta_constraint_breakdown,meta_runtime_ms,meta_changed_features,meta_changed_timesteps,meta_top_changed_features,meta_top_changed_timesteps,meta_edit_mask,meta_delta_l1,meta_delta_l2,meta_segment_start,meta_segment_end,meta_context_start,meta_context_end,meta_segment_distance,meta_smoothing_used,meta_n_segments_considered,meta_n_candidates_evaluated,meta_motif_length,meta_chosen_motif_source,meta_shape_distance,meta_boundary_penalty,meta_motif_rank_score,meta_affine_a,meta_affine_b,meta_pareto_size,meta_best_objectives,meta_best_objective_names,meta_top_solutions,meta_generations,meta_population_size,meta_warning,meta_threshold,meta_valid,meta_mutation_sigma,meta_structured_mutation_weight,meta_use_plausibility_objective,meta_history_best_validity,meta_history_best_proximity,meta_random_seed
nearest,5701,8.751115798950195,2.240555763244629,success,0.8840894015832267,N/A,N/A,cf_nearest_window_5701.npy,88.0,1.0,2.3641923570674956,8.751115053638747,0.8840894015832267,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",235.43731123209,"[2, 4, 3, 5, 1, 0]","[4, 12, 5, 3, 1, 2, 0, 8, 11, 18, 17, 9, 10, 7, 16, 6, 23, 15, 19, 13, 14, 22, 21, 20]","[{'feature': 2, 'abs_delta_sum': 137.03214916485007}, {'feature': 4, 'abs_delta_sum': 29.023748115102155}, {'feature': 3, 'abs_delta_sum': 27.344464877959474}]","[{'timestep': 4, 'abs_delta_sum': 35.955902627733224}, {'timestep': 12, 'abs_delta_sum': 25.88649775793618}, {'timestep': 5, 'abs_delta_sum': 22.96673362095856}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True False False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",241.69422077322784,53.79495013137751,,,,,,,,,,,,,,,,,,,,,,,,,
segment,5701,8.751115798950195,2.240555763244629,failed,,no_valid_cf,Segment substitution candidate did not satisfy threshold.,N/A,,,,,,,,,,,,,,,,,,,8.751115053638747,4.68895358023975,2.240555763244629,True,2.0,16.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.746822625398636,,,,,,,,,,,,,,,,
motif,5701,8.751115798950195,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,8.751115053638747,3.531585900164343,2.240555763244629,,6.0,30.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",705.0405517220497,"[4, 5, 6]",,,,,,,,,,,,,,,
genetic,5701,8.751115798950195,2.240555763244629,success,1.6142646260808462,N/A,N/A,cf_genetic_window_5701.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7366.605121642351,"[2, 1, 5, 0, 4, 3]","[4, 12, 6, 7, 5, 3, 1, 10, 9, 11, 15, 8, 17, 18, 23, 2, 16, 20, 22, 19, 21, 0, 14, 13]","[{'feature': 2, 'abs_delta_sum': 58.545268167130594}, {'feature': 1, 'abs_delta_sum': 13.313121485475168}, {'feature': 5, 'abs_delta_sum': 12.24152669670428}]","[{'timestep': 4, 'abs_delta_sum': 16.235838003784693}, {'timestep': 12, 'abs_delta_sum': 14.770276591488141}, {'timestep': 6, 'abs_delta_sum': 8.408050914315199}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",109.7130233240746,23.087659307762724,,,,,,,,,,,50.0,"[1.6142646260808462, 533.0400123113228, 1.0, 4.361765075654684]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.6142646260808462, 'proximity': 533.0400123113228, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.4250146183328287, 'proximity': 552.9044306108058, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3804935183696483, 'proximity': 574.0223626715235, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3477396293641728, 'proximity': 588.7299360630662, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3322826940852959, 'proximity': 591.0380022458481, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.7555464472584466, 0.7555464472584466, 0.7555464472584466, 0.5692801182129039, 0.5692801182129039, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5675894774497012, 0.5590768600833984, 0.5590768600833984, 0.5590768600833984]","[1260.1605677239795, 1260.1605677239795, 1260.1605677239795, 1076.7022180575163, 1076.7022180575163, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1058.6265516621258, 1064.8022823223478, 1064.8022823223478, 1064.8022823223478]",42.0
nearest,5702,8.309186935424805,2.240555763244629,success,0.8615064596267797,N/A,N/A,cf_nearest_window_5702.npy,83.0,0.75,2.25778768528977,8.309187570443816,0.8615064596267797,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",233.33945125341415,"[2, 0, 4, 3, 5, 1]","[3, 2, 11, 4, 0, 5, 1, 7, 14, 10, 6, 22, 15, 23, 21, 12, 18, 9, 20, 16, 19, 13, 17, 8]","[{'feature': 2, 'abs_delta_sum': 109.86198165802634}, {'feature': 0, 'abs_delta_sum': 16.677068794074177}, {'feature': 4, 'abs_delta_sum': 11.67546230993882}]","[{'timestep': 3, 'abs_delta_sum': 27.610057684174617}, {'timestep': 2, 'abs_delta_sum': 19.1798789862332}, {'timestep': 11, 'abs_delta_sum': 18.441498255254505}]","[[ True  True  True  True  True  True]
 [ True False  True False  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False False  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True False False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",165.6299989738277,41.240962978798834,,,,,,,,,,,,,,,,,,,,,,,,,
segment,5702,8.309186935424805,2.240555763244629,failed,,no_valid_cf,Segment substitution candidate did not satisfy threshold.,N/A,,,,,,,,,,,,,,,,,,,8.309187570443816,3.679828536246148,2.240555763244629,True,2.0,16.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.6434867978096,,,,,,,,,,,,,,,,
motif,5702,8.309186935424805,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,8.309187570443816,2.687572536994543,2.240555763244629,,6.0,30.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",705.6990936398506,"[4, 5, 6]",,,,,,,,,,,,,,,
genetic,5702,8.309186935424805,2.240555763244629,success,1.5091473438298582,N/A,N/A,cf_genetic_window_5702.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7354.117102921009,"[2, 1, 5, 0, 4, 3]","[11, 3, 4, 5, 6, 1, 2, 9, 14, 8, 17, 16, 7, 10, 22, 18, 15, 20, 19, 23, 21, 0, 12, 13]","[{'feature': 2, 'abs_delta_sum': 52.51981566607018}, {'feature': 1, 'abs_delta_sum': 11.573016402435854}, {'feature': 5, 'abs_delta_sum': 10.192802391936088}]","[{'timestep': 11, 'abs_delta_sum': 17.933231565109715}, {'timestep': 3, 'abs_delta_sum': 11.207951366160154}, {'timestep': 4, 'abs_delta_sum': 5.681250555805232}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",97.69014407855333,21.90074022231916,,,,,,,,,,,50.0,"[1.5091473438298582, 479.64242228550836, 1.0, 4.89401802783721]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.5091473438298582, 'proximity': 479.64242228550836, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 2.0438349897595764, 'proximity': 507.7218841599661, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.963381277497364, 'proximity': 520.2341515214717, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.6317828476981209, 'proximity': 537.7294578153887, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.0725260625497095, 'proximity': 538.8161840007458, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.42156773158325117, 0.42156773158325117, 0.42156773158325117, 0.41395685643805136, 0.39441177312443093, 0.39077274727237415, 0.39077274727237415, 0.39077274727237415, 0.39077274727237415, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389, 0.3899417063216389]","[1196.5230101439092, 1196.5230101439092, 1196.5230101439092, 1016.4169435482657, 958.746971579513, 958.7415114111838, 958.7415114111838, 958.7415114111838, 958.7415114111838, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984, 958.9746474555984]",42.0
nearest,5703,6.821910381317139,2.240555763244629,success,0.7416465630292713,N/A,N/A,cf_nearest_window_5703.npy,35.0,1.0,2.3814612509790045,6.821910142867741,0.7416465630292713,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",235.82632467150688,"[2, 1, 3, 5, 4, 0]","[2, 3, 10, 1, 0, 4, 6, 13, 8, 22, 9, 5, 21, 23, 12, 11, 17, 14, 16, 18, 15, 7, 19, 20]","[{'feature': 2, 'abs_delta_sum': 92.14230719705435}, {'feature': 1, 'abs_delta_sum': 46.098618207952015}, {'feature': 3, 'abs_delta_sum': 27.707444500233308}]","[{'timestep': 2, 'abs_delta_sum': 33.25477718144216}, {'timestep': 3, 'abs_delta_sum': 28.79425825452301}, {'timestep': 10, 'abs_delta_sum': 26.042425448614317}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",229.36361914761378,42.708831729287404,,,,,,,,,,,,,,,,,,,,,,,,,
segment,5703,6.821910381317139,2.240555763244629,failed,,no_valid_cf,Segment substitution candidate did not satisfy threshold.,N/A,,,,,,,,,,,,,,,,,,,6.821910142867741,3.026933126700803,2.240555763244629,True,2.0,16.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",37.686750292778015,,,,,,,,,,,,,,,,
motif,5703,6.821910381317139,2.240555763244629,failed,,no_valid_cf,Motif search did not produce a valid counterfactual.,N/A,,,,,,,,,,,,,,,,,,,6.821910142867741,2.330631989545642,2.240555763244629,,6.0,30.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",693.5963295400143,"[4, 5, 6, 8]",,,,,,,,,,,,,,,
genetic,5703,6.821910381317139,2.240555763244629,success,1.508757357641942,N/A,N/A,cf_genetic_window_5703.npy,,,,,,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0, 'validity': 0.0}",7450.671978294849,"[2, 1, 4, 0, 3, 5]","[10, 2, 16, 3, 15, 9, 4, 5, 11, 0, 1, 7, 6, 13, 21, 8, 17, 22, 14, 18, 23, 20, 19, 12]","[{'feature': 2, 'abs_delta_sum': 37.56427825356936}, {'feature': 1, 'abs_delta_sum': 7.9116192785207335}, {'feature': 4, 'abs_delta_sum': 5.920232376841086}]","[{'timestep': 10, 'abs_delta_sum': 18.938253391103487}, {'timestep': 2, 'abs_delta_sum': 6.736247159243035}, {'timestep': 16, 'abs_delta_sum': 4.397433346190011}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]]",65.66606324061446,19.20625818392898,,,,,,,,,,,50.0,"[1.508757357641942, 368.8803534277389, 1.0, 5.374129111626543]","['validity', 'proximity', 'sparsity', 'plausibility']","[{'score_cf': 1.508757357641942, 'proximity': 368.8803534277389, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.4499620499898545, 'proximity': 375.56967010239015, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.44197182361147, 'proximity': 375.6157957008265, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3404480735665134, 'proximity': 380.3580634071345, 'sparsity': 1.0, 'violation': 0.0}, {'score_cf': 1.3386118291885218, 'proximity': 380.3805817196836, 'sparsity': 1.0, 'violation': 0.0}]",20.0,50.0,None,2.240555763244629,True,0.05,0.35,True,"[0.15330159973697446, 0.15330159973697446, 0.15330159973697446, 0.15330159973697446, 0.15330159973697446, 0.151450544720551, 0.1496572899644202, 0.1496572899644202, 0.1496572899644202, 0.1496572899644202, 0.1496572899644202, 0.1496572899644202, 0.1496572899644202, 0.1496572899644202, 0.1496572899644202, 0.1487014057519707, 0.1487014057519707, 0.1487014057519707, 0.14374545436301298, 0.14374545436301298]","[982.3550605729547, 982.3550605729547, 982.3550605729547, 982.3550605729547, 982.3550605729547, 982.9220934416935, 949.5044317696197, 949.5044317696197, 949.5044317696197, 949.5044317696197, 949.5044317696197, 949.5044317696197, 949.5044317696197, 949.5044317696197, 949.5044317696197, 952.4216639088671, 952.4216639088671, 952.4216639088671, 965.7419504571545, 965.7419504571545]",42.0
nearest,5704,4.966718673706055,2.240555763244629,success,0.7416465630292713,N/A,N/A,cf_nearest_window_5704.npy,35.0,1.0,2.0744017294164796,4.966719141826179,0.7416465630292713,2.240555763244629,10.0,50.0,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",235.10122671723366,"[2, 1, 3, 5, 4, 0]","[1, 9, 0, 2, 3, 12, 5, 4, 8, 7, 23, 21, 20, 10, 11, 22, 13, 16, 14, 17, 15, 6, 19, 18]","[{'feature': 2, 'abs_delta_sum': 80.32919088973969}, {'feature': 1, 'abs_delta_sum': 45.64960569293949}, {'feature': 3, 'abs_delta_sum': 27.989761984224053}]","[{'timestep': 1, 'abs_delta_sum': 32.60199514505139}, {'timestep': 9, 'abs_delta_sum': 26.474592907132944}, {'timestep': 0, 'abs_delta_sum': 22.402913978716605}]","[[ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]]",209.3300269371237,39.56835064561979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
segment,5704,4.966718673706055,2.240555763244629,success,1.6428383453725954,N/A,N/A,cf_segment_window_5704.npy,87.0,,,4.966719141826179,1.6428383453725954,,,,0.0,"{'immutable': 0.0, 'bounds': 0.0, 'max_delta_per_step': 0.0, 'relational_linear': 0.0}",38.50442171096802,"[2, 5, 3, 4, 1, 0]","[9, 7, 8, 11, 10, 0, 2, 1, 6, 5, 4, 3, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[{'feature': 2, 'abs_delta_sum': 23.626232614629323}, {'feature': 5, 'abs_delta_sum': 7.7195307749016955}, {'feature': 3, 'abs_delta_sum': 5.364032195823839}]","[{'timestep': 9, 'abs_delta_sum': 22.01955777063564}, {'timestep': 7, 'abs_delta_sum': 7.523690027749499}, {'timestep': 8, 'abs_delta_sum': 5.926322421180931}]","[[False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True  True  True  True  True]
 [ True  True False  True  True  True]
 [ True  True False  True  True  True]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]
 [False False False False False False]]",45.799849640776,19.944549066074185,7.0,11.0,5.0,13.0,8.39159342801588,True,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,
